Vote_Data_Donald_Trump_Percent_of_Votes,Vote_Data_Ted_Cruz_Percent_of_Votes,Vote_Data_John_Kasich_Percent_of_Votes,Vote_Data_Marco_Rubio_Percent_of_Votes,Vote_Data_Ben_Carson_Percent_of_Votes
57.9,31.5,7.3,0,0
32.5,53.7,6.6,5.1,0
56.2,35.9,4.1,1.7,0
39,18.9,9.8,23.2,5.2
34.6,50.8,1.6,7.2,3.6
53.7,36.1,7.1,0,0
46.9,23.7,3,16,8.5
39.8,39,4.1,12.7,0
57.1,31.3,5.2,4,0
27.8,44.4,2.3,14.3,6.9
35,23.8,6.1,24.7,8.9
39.4,34,1.1,18.8,4.8
0,0,0,0,0
43.5,34.5,4.4,15.9,0
47.8,28.2,2.3,15.1,5.3
26.2,31.7,2.9,12.2,6.5
15.3,55.2,3.4,23.7,0
45.9,36,9.1,6.1,0
59.4,30.6,7.1,0,0
30.1,28.6,16.4,23.5,0
46,29,9.2,13.4,0
51.3,40,0.7,5.8,0
48.3,35.4,7.9,6.7,0
74.5,10.9,6.2,0,0
63.5,17.5,10.6,0,0
56.7,12.6,30.7,0,0
51.8,13.6,28.9,2.9,0
34.2,39.2,3.2,16.1,6.6
71.2,15,13.8,0,0
65.9,18.8,13,0,0
44.9,22.3,4.5,17.5,7.4
31.4,48.1,2.6,12.3,3.6
76.4,6.9,12.7,0,0
31.8,51.5,14.1,0,0
72.3,12.2,7.1,0,0
51.8,22.7,2.5,16.3,4.8
64.6,28.3,4.3,0,0
59.6,20.5,19.9,0,0
27.7,11,32.2,23.2,3.3
31.4,48.5,7.7,9.6,0
47.6,36.2,8,5.5,0
26.8,39,14.6,18.3,0
35.7,47.6,0,14.3,2.4
34.9,41.1,2.1,14,4.1
39.9,27.6,20.3,9.4,0
39.7,29.8,2.9,18.3,6.9
53.6,21.1,1.9,13.8,8.7
19.3,19.6,3.9,30.5,7.3
43.9,38.8,8,5.4,0
53.9,37.1,6.9,0,0
54,20.1,12.9,11.6,0
40.7,40.1,9.6,6.5,0
62.9,15.8,11,0,0
46,26.1,3.6,15.9,6
28.8,47.8,1.9,12.3,6
29.5,10.4,24.3,27.2,6.4
41.5,44.1,6.4,5.5,0
36.7,35.5,3.5,13.6,8.7
78,9.3,11.5,0,0
49,21.6,3,15.6,9.1
25,35.1,0.6,16.2,10.3
53.1,38.6,3.8,2.5,0
52,36.9,5,3.4,0
74.2,14,11.9,0,0
28.5,48.5,2.7,9.3,4.9
75.5,14.7,9.7,0,0
14,76.7,9.3,0,0
67.3,8.6,8,0,0
54.6,31.9,11.1,0,0
56.3,27.3,12.9,0,0
26.7,27.4,28.1,11.7,0
50.3,23.1,15.3,7.7,0
74.2,8.9,10,0,0
36,28,24,9.9,0
24,64.9,11.2,0,0
42.7,31,15.3,7.8,0
28.7,53.4,1.3,11.1,3.4
42.7,35.6,11.5,9,0
31.4,45.7,2.2,12.3,4.4
30,34.1,3.4,24.8,5.6
65.3,17,6.8,0,0
69.7,14.5,8,0,0
52,35.3,5.7,4.5,0
39.9,29.5,18.8,9.3,0
24.7,43.1,4,18.1,4.7
42.2,41.2,14.1,0,0
48.3,12.6,35.6,0,0
65.3,18.3,13.1,0,0
60.2,13.7,22.6,0,0
23.1,35.7,25.9,11.7,0
32.3,51.8,0.9,7.1,8
26.9,33.4,23.5,14.8,0
31.3,30.8,0.7,16.5,9
77.9,11.3,6.7,0,0
28.8,39.2,4.6,18.7,5
34.4,25.9,5.4,17.7,5.8
41.1,48.9,7.3,0,0
42.3,24.1,17.5,11.5,0
74.4,11.4,5.5,0,0
66.1,16.3,15.9,0,0
43.2,4.5,29.1,17.6,3
58.3,11.9,28.1,0,0
71.7,13.6,6.5,0,0
35.8,40.8,2.1,13.9,5.8
36.7,19.5,6.7,26.4,9.5
41.8,23.9,3.3,23.9,5.9
49.2,16.4,4.4,22.4,6.6
71.6,9.8,15.4,0,0
30.6,34.1,2.1,26.1,5.3
80.3,9.9,5.2,0,0
66,15.7,18.3,0,0
53,10.9,15.2,16.1,2.8
37.1,39.6,1,14.1,5.3
29.6,38.2,3.2,22.1,5.5
73.5,11.4,10.8,0,0
82.9,7.2,6.8,0,0
74.2,17,8.8,0,0
27.2,44.5,3.5,18.3,3.4
78.7,10,7.1,0,0
41.1,33.3,11.1,13.3,0
36.4,34.4,18.2,7.9,0
66.7,26.2,4.7,0,0
54.8,23.1,9.4,11.2,0
47.8,36.2,8.9,4.5,0
62.6,18.8,9.9,0,0
31.4,22.7,42.3,1.9,0
32.4,20.9,7.8,28.3,7.4
27.8,48.7,2.5,11,6.3
29.1,53.2,6.8,8.4,0
48.5,42.7,6.2,0,0
23.7,30.1,1.6,20.1,15.8
41.5,37.3,18.2,0,0
67.4,17.3,4.4,0,0
0,0,0,0,0
38.2,41.9,0.3,15.6,2.7
29.3,53,2,8.9,2.4
45.5,42,5.9,4,0
47,43.4,6.7,0,0
62.5,29.2,6.1,0,0
35.9,37.4,10.3,15,0
45.7,28.9,15.5,6.8,0
43.9,38.1,4.6,9,0
69.7,16.2,12.6,0,0
42,37.4,1.4,10.1,6.8
52,27.8,1.6,16.4,0
40.7,37.9,7,12.1,0
42.2,39.4,9.4,6.2,0
36.1,33,18.1,9.7,0
40.6,36,19.1,0,0
46.8,32.1,5.1,12.9,0
78.8,7.3,9,0,0
0,0,0,0,0
49,19.7,5.4,22.6,0
36.1,24.3,27.1,10.5,0
64.2,27.1,6.7,0,0
50.6,24.1,14.9,6.2,0
76.7,8,7,0,0
39.5,10.1,46.9,2.4,0
75.4,14.7,9.8,0,0
65.4,16.5,18.1,0,0
56.2,21.6,1.2,12.4,7.8
54.9,10.8,13.2,15.7,3.1
50.4,19.3,2.9,13,9.6
45.5,23.6,3.2,14.6,11.4
45.6,38.2,9.1,4.7,0
32.6,40.6,2.8,13.1,5.4
24.2,44.3,1.6,14.6,9.7
32.3,44.2,3.3,12,5.1
41.6,11.6,17.9,18.3,7.1
49,24.9,17.2,0,0
44,31.6,21.6,0,0
33.9,21.7,8.5,22.3,9.2
41.8,8.4,10.8,31.1,6.9
39.8,35.7,2.2,17.3,4.8
68,16,16,0,0
49.1,10,14,15.9,4.8
50.3,38.3,7.7,0,0
56.9,21.8,2.7,12.3,5.6
45.6,23.4,18.5,7.1,0
0,65.3,0,17.6,0
0,0,0,0,0
83.8,7.4,4.6,0,0
23,53.5,8.2,11.5,0
36.7,34.6,3.1,18.2,5.5
42.1,18.3,5.5,18.7,12.1
45.3,36.9,9.1,5.4,0
47.7,27.4,2.7,13.1,6.9
46.8,26,12.2,13.3,0
44.4,22.4,3.3,18.4,10.1
34.5,28.5,4.5,16.4,8.2
52.8,17.6,2.9,13.5,10.7
35.8,34.3,1.7,18.5,7.2
49.9,28.3,11.4,5.4,0
60.1,31.5,5.1,0,0
50.3,25.1,13.9,8.9,0
58.2,10.5,8.6,15.5,2.8
37.9,51.2,5.2,3.2,0
55.8,33.3,4.6,4.2,0
47.3,15.8,30.3,3.7,0
60,22.6,15.5,0,0
68.6,14.2,17.3,0,0
49.7,27,2.5,11.9,6.8
31.1,42.5,1.7,16.7,6.4
78.5,11.2,3.2,0,0
52,37.2,5.8,3.3,0
59.9,14.1,24.4,0,0
55.5,27.2,15,0,0
52.2,16,29.3,0,0
33,23.2,7.1,22.5,11.7
52.7,21.6,1.8,18.1,2.4
47.6,17.6,7.9,22,0
51.3,23.9,3.1,13.9,6.5
31,25.3,1.2,18.9,11.9
34.8,34.1,20.3,6.7,0
54.8,24.7,9.2,10,0
40.8,12.3,16,21.8,5.5
39.5,43.5,9.1,5.3,0
42.1,39.4,9.4,6.8,0
47.4,22.5,3.7,12.5,4.2
35,44.7,2.5,10.4,4.1
53.4,19.4,3.3,16.8,6.1
33.4,24,25.9,11.2,0
48.5,25.4,20.4,4.4,0
55.7,23.5,18.8,0,0
53.8,13.8,11,15.5,3.1
44.1,13.6,22.9,14.4,2.5
38.3,30.2,9.9,17,0
35.9,27.1,25.8,7.1,0
45.7,37.9,6.5,7.1,0
30.9,11.4,26.4,21.9,6.3
54,9.8,12.4,17.1,3.7
29.7,28.2,9,28.8,0
32.8,50.1,1.6,7.2,3.9
48.5,25.7,11.2,12.9,0
57.4,19.7,11.8,9.2,0
21.5,6.5,29,29,12.1
57.6,19.6,3.9,15.3,0
70.9,10.8,7.9,0,0
38.8,35.6,6.5,10.2,0
43.8,25,16.3,12.4,0
49.9,37.4,6.5,3.7,0
54.9,15.1,30,0,0
50.7,26.9,1.7,11,7.8
81.8,8.9,5.3,0,0
79.9,8.2,5.5,0,0
31.7,7.3,31.1,24.9,2.2
30,24.1,6.3,20.9,8.9
19.9,9.1,19.9,44.2,5.5
38.4,9.6,24.7,19.2,5.5
44.4,31.7,1.9,18.9,0
45.8,22.2,4.4,19.4,6.6
72.5,7.9,7.1,0,0
34.9,49,1.3,6.8,3.5
31.5,15.8,50,1.6,0
43,21.4,3.9,18.9,10.8
34.7,44.7,1.9,9.5,5.8
43.6,31.2,1.1,18.2,5.1
44.2,30.7,1.3,15.7,7
36.3,41.6,7.5,11,0
38.6,36,9.5,14.9,0
30.4,44.8,7.4,13.1,0
26.1,5.8,36.3,27,2.4
47,42.3,4.7,4,0
47.5,36.2,7.9,5.8,0
83.7,6.3,3.8,0,0
45.8,36.4,8.8,6.8,0
66.6,17.6,7.4,0,0
78.9,9.9,4.7,0,0
28.8,44.6,1.1,16.1,9.5
31.9,38.2,2.1,19.3,7.1
69.6,13.8,16.6,0,0
66.3,9.3,23.6,0,0
61.3,20.5,18.2,0,0
48.3,22.9,2.9,15.5,8.9
29.9,9.4,31.5,12.6,7.9
78.3,10.9,6.1,0,0
49.1,40.4,8.4,0,0
82.3,7.9,4.2,0,0
20.2,29.4,2.3,24.3,9.2
44.8,40.1,7,5,0
67,20.2,12.8,0,0
27.7,49.8,1.8,9.4,6.5
60.6,11.5,25.3,0,0
56.3,12.6,28.7,0,0
62.3,9.3,26.3,0,0
38.8,36.3,1.1,13.9,6.5
43.9,8.7,23.6,18.7,2.4
31.6,50.3,2,10.1,3
34.1,38.8,14.3,7.9,0
37.3,44.9,6.6,9.2,0
44.5,42.9,3.5,6.9,0
39.3,23.9,24,8.6,0
46.1,34.3,10.1,5.8,0
56.8,18.9,24.3,0,0
33.8,36.6,4.2,17.6,3.7
36.5,32.6,1.9,20.8,6.2
36,38.9,14.7,7.2,0
32.4,39,9.7,15.8,0
62.4,22.6,4.5,0,0
39.1,18.4,37.8,2.5,0
28.9,36.3,3.1,24.6,5.8
89.6,5,1.8,0,0
40.8,6.4,27.4,21.7,3.2
55.3,21.7,1.7,12.4,6.9
37.9,9.4,28.1,21.1,2
32.5,34.2,2.6,22,6
36.7,11.2,48.6,2.4,0
50.1,14,20.8,0,0
69.8,12,13.1,0,0
40.2,21.1,7.5,22.1,6.4
27.9,14.9,11.4,40.4,4.3
36,35.5,0.7,10.5,6.1
40.6,22,5,25.3,6
42.2,34.2,2.3,14.5,6.3
59.7,8.5,11.8,13.7,2.4
48.2,7.9,17.5,16.7,6.1
59.5,16.3,3.1,9.9,10.5
44.2,26.6,3.3,16.8,8
42.3,39.9,9.5,5.7,0
22.3,45.1,3.5,17.9,6.5
27,36.2,0,13.4,11.5
33.7,15.1,47.7,2.4,0
43.7,26,16.5,7.1,0
54.3,11.9,14,15.2,2.9
35.4,9.5,25.5,20.9,5.7
41.6,27.9,5.1,17.4,6.9
77.3,9.8,5.4,0,0
51.4,10.6,14.2,16.4,4.4
48.5,13.5,2.6,22.1,12.7
42.1,7.3,25.8,14.6,6.7
77.4,12.5,9.1,0,0
61.7,25.6,10.5,0,0
74.5,12.6,12.9,0,0
44.5,11.7,40.3,0,0
22.7,28.9,6.3,30.3,10.7
27.9,9.9,29.6,21.9,7.2
63.4,9.8,10.1,12.2,2.2
21.3,49.1,2,13.2,6.7
56.3,7.8,16.7,16,1.4
15.6,39,0.5,20.7,18.6
34.5,32.9,15.1,15.8,0
48.2,24.5,2.3,17.4,7.2
43.2,22.2,21,8.7,0
48.4,16,22,8.2,0
48,19.8,5.3,12.4,12.7
50.4,19.7,3.4,16.4,8.3
40.3,39.8,12,5.8,0
46.4,38.8,8.5,3.9,0
44.9,31.3,12.3,8.2,0
57.1,24.1,1.5,9.2,6
47.8,34,9.8,5.5,0
78.8,10.3,6.7,0,0
36.2,20.7,6,26,9.6
38.4,36.2,1.7,16.9,5
47.9,10.3,40.2,0,0
49,29.1,3.3,16.4,0
44.5,28.6,2.7,15.4,7.2
27.7,33.5,0.8,18.5,7.9
7.6,57.4,5,27.1,0
43.2,36.7,10.7,7.1,0
56.1,36,5.2,0,0
33.7,34,14.8,15.6,0
57.8,21.7,6.6,8.6,0
46.6,41.1,6.1,3.9,0
42,30.1,19.1,7,0
71.5,8.5,9.8,0,0
40,41.4,8.7,7.1,0
60.5,20.2,9.2,0,0
47,19.7,33.3,0,0
31.8,16.2,48.7,1.8,0
34.2,29.6,4.2,20.9,9.1
31.6,49.3,1.8,9.1,4.5
41.6,21.2,6.5,19.3,10.3
57.8,19.5,7.7,14.5,0
21.5,34.1,0.4,18.8,10.7
50.6,8,37.4,2.3,0
50.8,17.4,28,0,0
56.6,14.8,24.9,0,0
25.3,42.9,2.4,21.3,5.6
58.6,9.4,12.2,14.5,2.6
74.7,16.9,8.4,0,0
38.3,19.1,6.2,28,7.9
35.6,19.6,7.2,30.6,5.9
47.2,16.9,8.2,24.1,0
53.3,12.9,31,0,0
34,7.5,31.5,22.5,1.9
31.3,11.1,31.4,18.9,2.9
41.8,13,45.2,0,0
41.6,26.2,20.2,7.5,0
36.7,53.1,8.1,0,0
44.5,14,38.1,0,0
44.7,9,21.6,19.7,2.2
44.5,44.9,8.6,0,0
40.1,6.4,27.1,22.7,1.5
53.9,21.2,2.4,11.8,7.9
46.2,23.1,10.8,0,0
50.3,39.3,4.6,3.2,0
66.3,6.2,24,0,0
50.2,40.4,6.8,0,0
52.9,19.2,2.5,13.9,8.9
43.1,24.6,4,14.9,8.7
54.8,17.3,5.7,19.5,0
53.6,25.9,1.7,10.8,6.2
18.8,35.2,1,21.1,9.5
45.7,36.1,8.5,6.2,0
49.1,39,9.5,0,0
41.3,27.8,14.2,14.4,0
43.7,9.8,22.3,18,1.8
40.7,44.6,7.3,4.8,0
52.2,38,4.3,3.4,0
37.5,18.1,41.2,1.8,0
62.2,21.5,16.3,0,0
42.5,26.1,3.5,15.4,4.9
50.4,19.3,4,16.4,7.6
40.6,41.8,1.7,8.6,5.1
77.9,8.2,6.1,0,0
77.6,10.4,7.8,0,0
42.1,23.4,3.3,14.5,7.3
16.1,7.1,35.7,25,7.1
57,11.2,29.9,0,0
48.5,9.9,17.7,17.9,2.4
32.9,27.3,25.8,9,0
49.2,37.1,10.8,0,0
49.5,15.1,3.2,20.6,9.8
26.1,27.1,1.4,21.6,9.7
37,39.3,14.6,6.2,0
51.5,39.4,6.1,0,0
31,44.6,8.6,13.7,0
45.7,44.8,3.5,4.3,0
40.8,30.2,2.1,17.3,8.6
61.5,15.8,22.6,0,0
48.6,26,3.3,13.2,7.7
79.9,7.9,6.7,0,0
53.8,9.5,17.7,15.6,1.8
26.3,11.2,22.4,28.3,7.9
51.1,12.4,11.4,21.5,0
61.5,32.7,3.5,0,0
60.1,20.5,9.5,8.9,0
42.4,46.1,4.9,4.4,0
21.8,55.1,1.2,14.1,5.5
42.4,16.6,8.2,24.9,7.2
54.6,8,15.2,16.5,3.2
41.3,36.2,12.5,7.1,0
35,29.2,23.3,11.5,0
35.6,30.8,19.8,9.1,0
24.9,52.7,3.3,11.8,4.2
79.4,10,7.2,0,0
75.1,7.7,9,0,0
44.4,39.9,7.5,5.7,0
33.8,48.5,1.9,11.8,2.9
43,15.2,6.8,27,6.9
46,8.5,22.4,16.9,3.3
47.1,27.8,11.4,12.9,0
39.7,30,3.5,17.4,8.1
32.6,39,0.7,20,4.1
35.3,32.5,2.1,21.2,7.8
45.6,12.2,19,17.9,2.2
28.8,40.6,2.2,20.6,6.6
81.2,7.5,3.2,0,0
63.9,20.2,16,0,0
33.9,20.4,9.9,25.8,5.8
28.8,43,12.4,14.3,0
54,25.7,8.3,9.8,0
31.8,43.6,2.4,12.4,4.5
34.7,34.8,3,16.3,9.1
44.3,44.1,4.8,4.2,0
36.6,33.2,18.5,7.9,0
41.2,39.1,8.7,7.2,0
91.5,4.9,0.6,0,0
40.7,33,2.8,15.9,6.4
40.9,25.9,21.2,9.4,0
54,18.7,4.8,15,5.3
38.8,32.2,2.6,20.2,5.2
63.8,18.4,15.4,0,0
54.7,21.3,6.4,0,0
27.5,41.6,18.5,9.7,0
35.5,37.4,13.2,12.7,0
24.7,46,5.1,15.2,5.4
42.1,23.4,4.5,18.1,8.7
38.5,42.2,1.7,10.8,2.5
48.5,20.8,2.9,15.5,10.3
67.5,17.9,14.7,0,0
45.1,30.2,10.2,12.8,0
70.5,15.9,13.6,0,0
78.2,6.9,7.7,0,0
32.5,30.2,22.8,12.1,0
50,14.2,5.2,22.2,7.2
36.9,31.1,16.5,9.1,0
31.9,7.4,30.5,26.6,1.6
52.8,8.6,15.5,18.7,1.8
35.7,12,48.9,2.2,0
28.8,47.5,2,13.1,4.5
45.5,8.8,19.8,21.6,2.3
47.5,13,32.9,3,0
52,18.4,4.5,15.9,6.7
81.3,7.5,11.2,0,0
46.8,8.1,22.3,17.4,2.2
35.1,37.8,17.6,6.5,0
35.2,37.7,3.3,11.7,4.2
77.2,7.2,9.7,0,0
51.3,8.5,14.6,19.4,3.3
36.6,4.8,32.3,22.6,0
44.9,29.4,13.6,8.4,0
45.7,24.8,14.8,9.3,0
43.1,42,12.2,0,0
79.2,10,6.7,0,0
34.3,39.9,15.3,7.3,0
35.6,38.4,12.4,12.8,0
60,27.4,6.3,2.9,0
73.1,7.6,19.3,0,0
33.9,19.3,43.1,2.1,0
55.4,20,22.2,0,0
82.9,9,3.1,0,0
62.3,15.7,19.3,0,0
48.1,23.8,3.5,16.5,7.5
58.8,24.2,9.4,0,0
52.9,8.3,17.7,15.9,3.2
33.81749776,11.64461714,19.03352145,9.424245228,2.322138958
0,0,0,0,0
43.4,31,11.2,13,0
61.6,8.8,11.1,14.4,2.1
53.2,39,5.1,0,0
40.7,13.7,41.5,2.2,0
22.5,9.1,2.9,62.7,0
59.4,10.6,10.8,13.1,3.1
65.3,8.8,24.2,0,0
17.8,9.9,42.4,23.5,1.8
58.5,14.6,23,0,0
84.3,5.4,10.3,0,0
49.2,9.6,7,26.6,6.3
21.8,12.2,38.1,19,3.4
58.8,7.1,15.9,14.6,1.7
32.2,10.7,35.5,21.5,0
58.3,14.6,24.4,0,0
54.1,14,29.8,0,0
27.8,33.5,23.9,10.7,0
20.9,47.9,2.7,15.7,5.8
58.9,24.4,14.2,0,0
33,45.4,2.5,10.1,4.3
64.8,11.4,21.9,0,0
49.2,9.5,15.7,20.3,2.6
18.4,71.2,10.4,0,0
52.4,13,13.4,16.1,2.7
34.7,39.2,3,12.6,6.4
60.3,16.5,1.6,15.1,4.6
49,37.9,6.4,4.2,0
49.8,9,19.2,18.1,2.2
26.8,21.8,1.3,23.6,16.2
31.5,44.9,2.8,9.8,5.7
55.8,12.1,9.6,17,3
38.9,8.3,26.5,22,1.6
31.8,15.1,26.8,18.8,4.7
26.1,54.3,16.9,0,0
64.1,19,17,0,0
72.3,8.5,5.4,0,0
50.8,19.4,3.1,19.9,6.8
79.1,8.3,4,0,0
89.5,4.3,1.7,0,0
30.2,46.5,5.5,15,0
61.2,20,18.8,0,0
39.3,28.6,17.3,8.2,0
42.6,21.9,3.7,18.2,6
52.9,35.7,5.8,3.4,0
73.4,9.9,6.9,0,0
54.7,19.4,3.9,13.1,7.1
25.5,24.2,0.6,11.9,13
46.8,31.3,10.6,6.9,0
28.1,51,2.6,10.1,4.4
45.2,21.5,4.6,18.9,7.7
83.7,7.3,4.2,0,0
64.8,21.7,4.7,0,0
38.6,46.4,7.4,4.8,0
29.7,17.4,24.7,20.1,2.3
84.5,4.8,10.7,0,0
74.1,7.6,13.1,0,0
30.5,36.1,0.2,18.4,8
69.2,9.9,10.9,0,0
52.1,17.4,2.9,15.8,9.9
41.3,32.9,1.2,19.3,3.3
61.9,10.7,26,0,0
53.9,9.5,8.7,24.5,0
40.9,26.3,4.8,18.3,8.7
31.4,36,0.7,17.9,4.6
42.9,34.6,11.4,8.4,0
48.9,37.1,11.3,0,0
59.3,21.6,7.7,10.2,0
40.4,23.2,25.1,6.5,0
43.2,43,8,3.7,0
50,34.1,6.7,5.8,0
51.6,17.3,31,0,0
50.9,18.2,24,4.2,0
69.4,16.9,11.8,0,0
47.7,21,3.7,15.6,7.2
46.3,37.4,12.7,0,0
80.5,7.6,4.1,0,0
51.8,14.7,14.3,13.8,3.5
43.3,12,20.4,15.8,4.3
32.8,44.1,1.8,9.4,4.4
35.1,33.5,17.7,7.6,0
70.8,8.4,16.8,0,0
32.1,10.7,14.3,28.6,10.7
0,0,0,0,0
39.4,17.6,7.3,20.9,12.7
41.6,26.8,4.2,17.8,6.2
48.9,23.5,2.4,13.7,10.2
20.7,23.3,1.8,21.7,14.9
43.7,35.1,10.7,7.3,0
53.5,35.3,7.7,0,0
39.1,35.7,12.3,11.7,0
48.1,14.1,21.2,16,0
39.1,22,35.2,0,0
49.5,37.3,6.9,3.9,0
49.1,36.5,7.2,3.9,0
51.8,32.5,7.7,4.6,0
55.8,20.9,23.2,0,0
40,11.8,45.1,1.9,0
48.3,20.1,29.3,0,0
37.7,24.5,5.5,20.9,7.7
26.6,48.3,3.9,14.8,3.7
32.3,16.8,8.9,32,8.5
38.8,9.7,24.3,19.4,2.9
51,19.7,15.9,7.6,0
59.2,20.9,17.3,0,0
21.5,6.1,45.5,19.3,3.7
0,0,0,0,0
61,15.4,21.6,0,0
61.3,22.5,16.3,0,0
40.7,32.9,17.2,6.5,0
46.9,27.5,3.6,10.7,10.2
23.6,51,1.6,10.6,5.6
61.2,25.4,2.5,0,0
47.8,35.1,4.1,8.1,0
23,9.1,41.8,19.4,1.2
44.6,19.7,4.5,18.3,11.4
39.9,27.7,4.4,21,5.7
38,32.5,16.7,8.4,0
58.5,33.7,5.4,0,0
42.7,40.9,10.4,6.1,0
51.8,35.3,6.3,4.3,0
41.4,14.5,37.2,3.3,0
48.2,27.1,2.5,13.4,6.9
15.2,73.1,11.7,0,0
78.4,8.8,5.6,0,0
70.4,14.2,8,0,0
60.4,11.1,26.6,0,0
75.5,6.2,18.3,0,0
33,45.1,1.7,11.8,6.5
27.5,4.3,37.4,20.9,6.6
33.8,23.7,39.2,1.6,0
67.1,20.7,12.3,0,0
30.1,52.5,2,9.2,1.8
33.3,48.9,9.8,5.2,0
46.9,10.7,16.9,15.8,6.2
37.4,34.7,11.9,14.5,0
59,16.2,24.8,0,0
57.2,19.1,2.2,12.5,7.6
35,34.5,1.3,20.4,7.5
29.8,23.9,1.9,26.3,4.6
34.4,27,7.2,22.1,7.6
30.6,34.5,19.7,10,0
40.3,12.1,43.5,2.4,0
29.4,31,2.9,28.7,6.8
78.2,9.3,3.3,0,0
23.1,52.3,3.2,13,4.8
58.6,6.3,19,10.7,3.3
69.2,12.9,8.9,0,0
49.4,10.2,15.2,18,2.8
73,7,15,0,0
59.1,8.9,31.4,0,0
41,42.8,7.1,6.3,0
51.2,18.9,5.8,21.8,0
68.4,9.5,22.1,0,0
38.5,37.8,5.1,12.1,0
37.1,8.2,26,23.8,2.2
67.1,12.9,17.7,0,0
41.4,40.5,5.1,0,0
30.2,42.3,2.6,12.7,4.5
30.4,6.5,32.7,26.8,1.6
34.7,34.9,10.9,17.4,0
41.1,23.1,5.6,22.8,6.5
56.7,21,9.5,0,0
49.8,33.2,8.4,4.5,0
33.8,35.9,1.6,18.7,6.6
80.5,5.8,9.4,0,0
58.4,11.2,9.1,14.1,4
50.9,16.4,11.9,12.6,5
60.6,15.1,21.2,0,0
41,9.2,47.8,0,0
51,18.3,27.4,0,0
65.5,11.1,21.7,0,0
44.4,25.1,18.1,9.5,0
58.1,14.4,25.4,0,0
49,15.7,32.3,0,0
35.3,13.3,24.5,20.1,2.4
39.8,19.9,5.7,26.2,7.8
55.7,12.1,28.5,0,0
55,34.7,4.8,3.6,0
32.2,6.6,19.8,18.2,3.3
62.7,12.5,21.9,0,0
43.2,12.6,16.2,17.1,9
54.9,11,31.9,0,0
30.6,40.9,16.3,7.1,0
34.4,21.3,5.7,19.5,8.8
52.8,9.8,11.4,20.5,2.6
38.4,10.6,21.7,14.6,5.1
43.5,6.8,24.1,20.3,2.2
45.3,6.3,26.6,11.7,4.7
63.9,10,24.4,0,0
36.9,13.5,7.3,33.5,7.4
35,5.7,37.9,15.7,4.3
53,10.6,34.8,0,0
34.6,8.9,27.9,19.8,6.7
38.5,21.3,3,28.3,5.2
44,27.3,2.8,19,5.8
64,25.6,7.3,0,0
35.2,7.1,28.6,25.6,1.1
35.1,52.6,6.4,4.1,0
46.3,39.2,6.6,4.9,0
38.7,48.3,1.1,6,3.8
56.7,12.7,28.4,0,0
35.9,40.1,8.2,11.7,0
67.5,13.6,19,0,0
40.7,30.3,14.5,13.1,0
83.8,6.6,4.7,0,0
49.3,41.3,6.4,0,0
46.9,13.8,33.5,2.6,0
31.5,31.7,3.2,24.8,6.6
37.1,37,13.5,8.2,0
27,44.4,3.2,13.5,5.4
55.7,13.7,27.5,0,0
41.1,8.8,24.2,21,2.2
36.5,11.8,8.9,34.2,6.3
48.2,13.3,13.5,18.6,3.3
46.6,8.7,20.2,20.6,1.7
48.1,11.5,16.2,18.6,2.9
69.3,11.8,16.6,0,0
52.4,14.1,10.2,14.4,5.6
58.3,14.7,24.6,0,0
64.5,11.7,22.4,0,0
33.3,8.2,32.7,18.2,4.4
54,10.8,34.2,0,0
72,10.9,15.4,0,0
50.7,9.6,16.8,19.1,1.4
64.4,12.4,21.9,0,0
63.7,11.4,23,0,0
37.7,9.8,29.8,18.2,1.8
54.1,31.4,5.8,5,0
61.1,21.7,15.6,0,0
45.4,11.7,9.9,26.5,5.5
39.7,10.6,23,21.2,2.6
45.3,12.6,15.4,19.4,4.2
38.2,12.4,23,17.4,5.9
32.6,8.1,33.4,21,3.6
64.4,22.2,11.2,0,0
44,10.1,9.4,28.6,7
53.7,9.8,14.2,17.2,2.9
53.2,11.7,2.7,23.7,8
56.7,11,29.4,0,0
45.5,8.1,23.5,19.4,1.2
63.1,11.8,22.1,0,0
21.3,5.6,50.9,17.6,1.4
52.4,9.3,17.2,16.2,1.7
48.3,16.4,2.3,21.7,10
33.7,35.1,2.4,20.5,6.9
38.7,47.6,7.8,4.9,0
69.3,13.4,7,0,0
30.2,39.4,5.4,18.1,3.7
56.5,23.5,1.4,12.7,4.8
21,28.5,0.5,23.1,18
54.9,8.6,13,15,3.4
55.8,16.5,12.4,8.8,2.5
36.2,17.6,31.9,9.7,0
42.5,32,2.9,13.5,7.6
88,4.6,7.4,0,0
29.7,37.7,20.5,7.3,0
23.9,51.7,2.1,13.3,5.8
31.4,25.7,7.3,28.2,6.3
28.4,20.3,9.5,25.7,7.2
47.6,43.1,5.7,0,0
50.5,21.9,15.3,7,0
63.2,14.5,22.4,0,0
36.1,38.6,15.7,6.5,0
43.9,27.3,4.1,15.7,7
65.6,24.9,7.6,0,0
40.2,30,14.7,13.3,0
70.7,9.2,13,0,0
45.1,20.8,8.1,22.4,0
83.2,7.8,5.1,0,0
58.5,15.3,4,19.4,0
31.1,39.6,2.3,18.2,7.6
25,30.4,4.5,32.8,5.6
31.2,37.9,2.1,20.4,7.3
31.4,39.3,17.4,8.5,0
52,9.9,36.1,0,0
55.9,8.7,33.2,0,0
27.3,32.1,16.6,22.2,0
20.6,54.9,2.8,10.2,8
